text,category
שלום מעוניין בקבלת תמיכה עבור מערכת ישראטק והתנסות חינם למשך שבועייםתודה ישראל,sales
"שלום,הייתי מעוניין שאחד מהנציגים יחזור אליי עם פרטים נוספים.יום נפלא!פרי",
מבקשת פגישה להדגמת המערכת בהקדם האפשרי,
"שלום.שמי רותם וינשטוק, מנהל האתר של אתר בטיפולנט. אנו עובדים עם שירותכם מזה זמן מה. הייתי רוצה לדעת כיצד ניתן לממש את האפשרות להרשמה אוטומטית של גולשים באתר לניוזלטר שלנו.אודה לכם עם תצרו עמי קשר לפי הפרטים המופיעים מעלה.תודה.",
"חברת מספרי הסיפורים בע""מ. הייתי לקוחה שלכם עד לא מזמן, התנתקתי ורוצה להתחבר מחדש. בברכה, לימור.",
צריך הצעה כמה יעלה לי או כמה יש לכם אימייל מאוחסן עבור אנשים שמתענינים ברהיטים יבוא יצור לעולם הרהיטים מכרזים גם,
מה נשה,
"שלום, נבקש שאיש מקצוע יפנה אלינו לשאלות נוספות.",
"שלום , בהמשך לשיחתנו בטלפון הייתי רוצה לנסות את המערכת שלך..תשלח לי את הקישור שאוכל להתחיל תודה",
דרך שחר גפני,
טופס הרשמהנכון לעכשיו אין לנו אתר אינטרנט. אני מבקש לשים על השרת שלכם את טופס ההרשמה. אשמח לקבל מכם הנחיות.תודה.אילן,
ניצלתי את תקופת הניסיון שלכם ואני רוצה להתחיל לעבוד איתכם צרו עימי קשר לפרטים תודה,
אני עובד מול צרפת ולכן רציתי לדעת אם ניתן לעבוד עם המערכת שלכם ?,
אני רוצה לקבל פרטים ופים אודות העריכה של הטקסטים אותם אני רוצה להעביר,
אני מאוד מעוניינת להתקין את המערכת באתר שלי www.siestaspa.co.il הבעיה היא שברוב חוכמתי לא לקחתי מלקוחותיי במהלך 3 שנים אחרונות מאז שפתחתי את העסק את המייל שלהם - יש לי רשימות של טלפונים וכעת אני צריכה לשבת ולעבור אחד אחד ולבקש את המייל - בנוסף אני צריכה ל,support
"שלום,מעוניינת לשמוע פרטים על מערכת ההפצה, מע' הנהח""ש ופרטים נוספים על השירותים הניתנים על ידיכם.בתודה, ליה",
"שלום ,אני מבקשת לקבל פרטים נוספים על המערכת.תודה,מיכל",
"שלום,יש לי רשימת תפוצה יחסית קטנה כרגע, כ-300 לקוחות, מאמינה שהיא תגדל בקרוב. רציתי לדעת אם יש אפשרות למחיר מוזל יותר למספר מצומצם של כתובות. ושאלה נוספת - אם נצטרף יחד שלוש חברות, האם נוכל לקבל מחיר מוזל יותר. תודה, יעל",sales
מעניין לברר מה זה השבועיים התנסות והאם ניתן לרכוש את השירות רק עבור חודש אחד,sales
"אנו גרים ברחוב ויתקין 30א' בחיפה, בבית האחורי.ערן ליפשיץ גר בבית הקדמי ברחוב ויתקין 30.ערן מקבל דואר באמצעות ""מסר"" מגורמים שונים, דברי דואר הנושאים את כתובתו הנכונה. ברם, דברי דואר אלה מוצאים את דרכם, כמעט יום-יום, לתיבת הדואר שלנו. הדבר מחייב אותנ",
"היי אני גר בארה""ב בבקשה שימו לב לשעון לפני שמתקשרים . -7 משעון ישראל. תודה מראש",
" שלום אני מנהל עסק בתחום השיווק באינטנרט הפונה בעיקר לפלח שוק דתי.רציתי לדעת האם יש לך תוכנית שותפים או שת""פ לגבי מכירת ""ישראטק "" ללקוחות חדשים.האתר שלי www.shanoon.co.il",coop
ברצוני לפתוח חשבון התנסות במערכת מתוך חשיבה לרכוש אותה.,
אבקש לדבר עם  בהמשך לסמינר של אמיר הרדוף,
בקשה בהולה ! אני לקוחה של אמיר הרדוף. ומשום מה אני לא מצליחה להוסיף שמות נוספים לרשימות תפוצה. קיימת הודעה שעברנו את המכסה שלנו. אודה לכם באם תצרו איתנו קשר במהרה.  תודות נילי,
"שלום ,אני מעונין לעשות שימוש במערכת לצרכים פוליטיים. כרגע אנו דלים במשאבים, (בלשון המעטה) אך כנראה שאצליח לארגן תשלום מראש לחצי שנה.אשמח לשמוע אם זה יאפשר לנו להתחיל לעבוד איתך.כל טוב,אילן מאירירמת גן הירוקה",
אבקש לקבל פרטים נוספים,
מעוניין להתנסות באופן ראשוני במערכת,
מעוניין לפתוח חשבון התנסות חינם,
בהמשך לשיחתי עם עלמה אודה לכם למשלוח הצעה ל-600 רשומות ולפתיחת חשבון לשבועיים נסיון,
"האם ניתן להשתמש במערכת ישראטק כאשר רשימת התפוצה נמצאת על השרת שלי, ולא אצלכם?",support
אני מעוניין להתנסות במערכת שלכם,
רוצה להתחיל לעבוד איתכם.ברכות הילה מאי,
אני צריך הצעת מחיר כתובה כדי לאשר עם מנהל הכספים של החברה. אחרי שיחה עם אריק קיבלנו כבר מחיר של 25$ לעד 1000 מיילים. וזה מצויין. אנא שלחו לי למייל הצעה כתובה ממוענת למועדון הכושר VIEW תודה מראש. שלום,sales
מעוניין להתנסות במערכת.האם ניתן לקבל פילוח לפי סוג המוצר שנרכש ?,sales
חברה של שרולי ממצפה רמון,
"שלום, ניסיתי את מערכת הישראטק, ברצוני לנסות לשלוח ניוזלטר לגולשים הרשומים באתר. איך אני יכול לבחור פורמט ניוזלטר מתאים במערכת?אודה על תשובתכם המהירה",
אנו חברת בניה המעוניינים לשמוע עוד על המערכת על ידי נציגכם אנו מבקשים לתאם עימכם תודה,
לאחר שיחה עם הסכם לשנה בסך 150$ בשני תשלומי אשראישם משתמש homayaסיסמא h130871תודה,
"שלום ,שמי מריון בורגהיימר, ואשמח לקבל פרטים על שימוש במערכת -מסר. המטרה : שליחת מייל פעם אחת בחודש לרשימה של עד 500 לקוחות. אלו לקוחות שעימם יצרתי קשר לגבי המוצר שלי , סדנאות בין-תותיות, ואני מבקשת לשלוח פעם בחודש מייל עם מידע בנושא. לגבי חוק הספא",sales
"צהריים טובים, זהו מייל שני שאני כבר שולח אליכםאבקש התייחסות",
שלום. הייתי רוצה להתנסות במערכת ישראטק. עבדתי עד היום עם מערכת שלא התאימה לצרכי וקיבלתי עליכם המלצות. אשמח ליצירת קשר (אפשר ורצוי במייל),sales
רוצה לראות הדגמה,
", שלום!דיברתי איתך לפני כחודשיים ואמרת לי שאתם מפתחים פופ להרשמה, האם יש התקדמות?תודה",support
"שלום, מניצןמבקש להרשם למערכת ישראטק. הפנייה דרך הגב' קרן כהן KC LifeCOaching",
"מחפש פתרון (ללקוח שלי) לשליחת 3000 מיילים אחת לעון. הניוזלטר כבר מעוצב ומוכן, נדרש רק מנגנון שליחה",
א.ג.נשלום ברצוני לפתוח חשבון התנסות על מנת לבדוק אם ביכולתי לעצב את הניוזלטר לבד.בתודהרון,
"שלום , ראשית תודה על הגישה מוכוונת לקוח שלך. המחירון מתחיל ממינימום של 2000 רשומות, אך עבורי ועבור עסקים קטנים בתחילת דרכם זהו סף גבוה יחסית. יש לי כמאה רשומות בלבד (בתקווה לגדול).. האם ניתן להוסיף תמחור ביניים כגון עד 500 רשומות ב 20$? תודה ה! ניר",sales
התקשרתי גם למוקד שלכם - מעוניינת לבדוק רכישת מערכת ניויזלטר עבור ארגון זכויות אדם - www.gisha.org,
נא להתקשר אלי לגבי המערכת,
"מחפש שותף המתמחה בשיווק אינטרנט-אופציה יחידה, במידה ומתאימה לכם, חיזרו אלי במייל",
מבקש לדעת בשלב זה עלות השימוש במערכת בתודההרצל,
בהמשך לשיחה עם www.the-hub.co.il,
"הי, צריכה פתרון דחוף ואפקטיבי ליצירת ושליחת ניוזלטר למועדון הלקוחות שלי. אודה שתצרו עמי קשר בהקדם האפשרי. בברכה חמה  - מועדון אמא",sales
"אנו עמותה שמסייעת לילדים חולים,אני פונה אליכם בבקשה לסייע לנו ברומה במערכת שלכם",
אני תלמיד של אמיר הרדוף.כמו כןדש מיהודה לוי,
"שלום,קוראים לי טל מחברת I4B (www.hap.co.il, www.localy.co.il, www.imed.co.il  ), ואני אחראי על תחום שיתופי הפעולה באתר תגובות",coop
"שלוםנשמע מאוד מעניין השאלה החשובה,כמה זה עולה לי?!!בור שאני מבינה את המשמעות הגדולה שבעניין אחרת לא הייתי כותבת לךאפשר ליצור קשר עם המולית שלי בארץ אפרת אברמסון-משה-054-5531530תודה ויום נפלא לכולנו",sales
"שלום, אני מעונין לקבל הצעת מחיר. אני צריך לשלוח ניוזלטר שבועי לכמה מאות כתובות. עלי לשלב שם לינקים, תמונות ולצרף קבצים. כמה זה יעלה לי לחודש?ניר",sales
למשכן היוגה אנו זקוקים למערכת שליחה,
"מבקש להתחבר לשרות - בתשלום, אנא צרו קשר",
"מבקש קשר טלפוני לשיחת רקע על צרכים ומענה...יומטוב,  נתי מלחי/""נתי נופש ותיירות בע""מ""",
בהמשך לשיחתי עם אני מבקש להתנסות חינם וללא התחייבות לשבועיים,
"כיצד שומרים את כל השמות + המיילים באקסל שנמצאים ברשימות שלנו בישראטק?תודה,יוספה אדמןBUSINESS & PLEASURE",
מעוניין בהצעת מחיר,sales
מבקש לקבל פרטים נוספים על התוכנה,
"היי  בהמשך לשיחתנו מאמש, אנא פתח לי חשבון ניסיון.שם משתמש - matach24סיסמא - ravmeser11בברכהאיתי",
המלצה של עמרי רווח עבור האתר שלנו www.blademotion.co.ilתודה אביבה,
"שלום , הפנתי אליכם את אביבה וייס קלרו, בטח היא תיצור קשר עוד היום לגבי המערכת. שבוע טוב. עמרי",
מה מש,
מעוניין בסיוע שלכם.,
בברכה חנן,
"שלום, אודה אם תחזרו אלי באימייל. אני נציגה של עיריית רעננה ואנו מעוניינים במערכת לרשימת דיוור.",
אני מעדיף תקשורת בעיקר דרך המייל תודה,
"שאלתי היא: האם המערכת יכולה לתת לי מידע מוצלב ארוך טווח, למשל מי האנשים שלוחצים על לינקים באופן קבוע ?(מכל הרשימות כאחת)",support
הצעת מחיר,sales
נא לחבר אותי לשבועיים של התנסות.טל בבית 04701727,
"מעוניינים בתמחור לרשימת דיוור לחו""ל. הרשימה בידינו.",
"שלום ,אנחנו מנהלים היום את קמפיין הניוזלטרים שלנו בעולם דרך constantcontact.comאנחנו שוקלים להפריד את מנויי הארץ ולהוציא עבורם ניוזלטר נפרד בעברית והפתרון בעברית של ""קונסטנט"" אינו מספק. מדובר כרגע על תפוצה של כ-1000 מנויים בישראל, שליחת ניוזלטר עד",
אבקש להתנסות במערכת ישראטק,
האם ניתן לדעת במערכת גם מי מהנמענים  לחץ על לינקים פנימיים ולא רק על לינקים חיצוניים ??? .,support
אשמח לקבל פרטים נוספים  אודות שירות זה,
מעונין לדעת עלויות של המערכת והאם היא עצמאית ללא תלות חברה חיצונית,sales
"האם המערכת לניסון מאפשרת את כל היכולות , אני רוצה לפתוח בקמפיין מכירת מוצר מסויים , להקים דף נחיתה , ולקיים מעקב לקוחות",support
מעוניין לבדוק אם השיטה מתאימה לעסק שלי,
היתי רוצה לקבל הערכת מחיר,sales
חשוב לי לדעת אם יש לכם תוכנית שותפים או תיגמול עבור כך שאני יצרף אלכם לקוחות נוספים,coop
שלחחחחחח,
אנה צרו עימי קשר בהקדםבברכה דניאל.,
"שלום,אשמח מאוד לנסות את המערכת לפני רכישהבברכהדורי",
",בהשמך לשיחתנו, החלטנו שבשלב ראשון נחוץ לנו לשלוח לכ-500 אנשים מייל בו אבקש מהם למלא פרטים מתוך טופס לפני הפרטים המצ""ב.הסבר קצר: הם חברי מועדון קיים שאנו מצטרפים אוטומטית למועדון החדש, רק שחסרים לנו הה פרטים עליהם.אודה אם אוכל לקבל הצעת מחי",
"אבקש להחליף סיסמת כניסה ואינני יודעת איך לעשות זאת,תודה",
"שלום ,בני רוקח מאתר זה הסוד שלי www.my-secret.co.il לקוח שלכם המליץ לי בחום על המערכת ולכן אנימעוניין בפתיחת חשבון התנסות - תודהאייל",
"מעוניינת לבחון שליחת newsletter חודשי מטעם עמותת אל-סם, כ-5000 נמענים בחודש",
שלום אני ניסים לוגסי,
התקשרו אלי בבקשה.,
"שלום  .אני צופה במיילים שלך זמן .לאחר עשרות מיילים קיבלתי זכות לנסות את התוכנה המוצעת, אולם היא לא עולה, אלא עולים הסברים נוספים סביב התוכה.ניסיתי לברר את השאלה החשובה מכל: כמה זה עולה? אנא תשובתך.",
הסירו בבקשה את כל כתובות המייל תחת הדומיין שלנו Mysoft.co.il מכלל רשימות התפוצה שלכם.זוהי התראה אחרונה.,block
דואר מיוע ד לרח'גרינברג5 בגבעת שמואל.  מצאתי זרוק בחצר בית בבניה פיקסלר 5 לטיפולכם.,
אני מבקשת למחוק אותי מרשימתכם .כבר ביקשתי מכם זאת הפעם השניה שאני מבקשת .תמחקו אותי מרשימת התפוצה.,block
בימים אלה מקימה אתר ופותחת בית ספר חדש בתחום הרפואה המשלימה.,
"שלום.אבקש לפתוח חשבון התנסות למערכת כדי לבדוק את קלות השימוש בה, וכו'..בברכהאלי כהןפאי מולטימדיה.",
אבקש ליצור איתי קשרלקבל בהירות נוספת על,
מעוניין לרכוש את המערכת.אנחנו שולחים כל יום דיוור - מהי העלות?,
שלום !נא לא לשלוח לי דיווחים עקב אני כבר לא עובדת בחברהאת הדיווח תיקבל נטה נתנובneta_n@galil.co.ilתודה,
"מבקשת הצעת מחיר לכמות של 100,000 דיוורים",sales
מעוניינת לקבל מידע על המערכת,
אבקש אם אפשר לשלוח לי מהיום והלאה דואר לכתובת מייל זה.תודה,
שלוםנא ליצור איתי קשר לגבי המוצר שלכם. תודה,
אשמח לקבל הצעת מחיר לאימייל עבור דיוור מועדון לקוחות של 16.000 נמענים 3-4 פעמים בחודש.תודהמאיה ינוב,sales
אבקש לקבןע פגישה לגבי משלוח ניוזלטר תקופתי. תודה,
לא נתתי לכם הרשאה למישלוח דאר זבל.דורש להוריד אותי מרשימת התפוצה מיד!,block
אני אשמח אם תהיה איתי בקשר באימייל!!!,
"בהמשך לשיחה טלפונית עם מר , מעוניניםלנסות את המערכת. שם משתמש : orlyסיסמה: forum",
נשמח אם תיצרו קשר,
כמה יעלה לשלוח ניוזלטר חד פעמי לרשימת תפוצה (ולונטרית) של כ-15 אלף כתובות?,
"שלום ,שוחחנו אתמול על משלוח תפוצה שלנו דרך -מסר. נראה לי לבדוק את המערכת, עם התכוונות להיות מנויים לשנה - וכפי שדיברנו, כשלב ראשון להתחיל עם משלוח הרשימה לצורך ריענון. נכון אני אומרת שני דברים. כי השלב הראשון הוא לבדוק את המערכת. אז אנא שלח לי אות",
אשמח לנסות את המערכת,
לקוחה של הרדוף ליווי עיסקי פלטינום,
האם אפשר תקופת ניסיון ללא התחייבות?,sales
"שלוח  קוראים לי אמיר בימי קיץ אלו החלטתי לפתוח את אתרי ""חלום חיי"" העוסק בתחום הלוהט קידום אתרים.ברצוני לשווק את מערכת  המסר באתריהאם ניתן לעשות זאת ?וכיצד ?תודהאמיר",sales
מעוניין במיידית לפתוח חשבון נסיוןתודה,
מעוניין גם בהצעת מחיר לתפוצה של פחות מאלף נמענים,sales
"בבקשה לחזור בהקדם, עוד היום. תודה",
מעוניינת בנסיון חינם של שבועיים,
להשתמע!,
I would like further info,
"האם התוכנה מאפשרת העברת סקרים (של מתנתקים, שביעות רצון וכו') ?",support
מעוניינים בדיוור מלאתר בהקמה,
מעוניינת בפרטים נוספים,
אבקש לברר פרטים נוספים אודות המערכת,
"שלום.אני מנהל חברה לבניית אתרים. אחד הלקוחות שלנו צריך מערכת ניוזלטר לשליחת דיוור לכ 12,000 נמענים.אשמח לקבל הצעת מחיר אטרקטיביתבברכה",sales
"מעוניינת בפרטים נוספים על המערכת, בתודה מראש, שגית.",
מבקש לנסות את המערכת,
מעוניין לעשות הדגמה על המערכת בכדי לראות האם עונה על צרכנו .זוהר - מנהל שיווק,sales
אנא חזור אלייהמערכת מעניינת אותיבברכהיחיאל וייס,
"אנא, לפני יצירת הקשר איתי , אודה לך אם תיכנס לאתר:www.shibuzim.co.il בתודה מראש.",
א. רציתי לדעת אם יש דרך להשתמש במערכת לרשימה שבניתי לבד-ללא קשר לאתר איטנרנט. ב. אם זה יעיל גם ללא ה,
שלום מעוניין לדעת אם אפשר לתכנן משלוח מיילים על פי לוח שנה. כלומר לקבוע מסרים קבועים לרשימה למשך 12 ,
נא ליצור עימי קשר אחרי השעה 14:00,
אני מעוניין להעזר בכם ומקווה שגם אתם תשמחו לעזור לי אני כותב מומחה הכונה אני אוהב לכתוב מאמרים ואני ,
באג - בזמן שניסיתי להסיר את עצמי מרשימת התפוצה של wesell קיבלתי את ההודעה הבאה:Warning: Invalid ar,block
מעוניין לקבל הצעת מחיר לשירותכם בהקדם אפשרי - הנושא בעל דחיפות עליונה!!,sales
הורידו אותי מיידית מרשימת התפוצה שלכם /במידה ולא תעשו זאת אתבע אתכם לדיןגם מכתובת זו וגם מכתובת ,block
"שוחחתי בשבוע שעבר עם אחד העובדים בקשר למציאת פיתרון ללקוח ""התאחדות סוכני הנסיעות"". הובטח לי לקבל כ",
אני רוצה להתנסות במערכת. שלחתי כבר מייל בעבר ולא חזרו אלי עדיין. תודה,
"מתחם ""התחנה"" תל אביב",
כול הכבוד,
"שלום ד""ר :בהמשך לשיחתנו, אודה לכם אם תפתחו ליוזמות קרן אברהם חשבון אצלכם כדי שנוכל להפיק",
אני מנכלית עמותת אמנות החיים בישראלאשמח לקבל הצעת מחיר לשימוש במערכת שלכם להפצת המיילים שלנותודה,sales
"שלום ,דיברתי איתך בטלפון לפני שלושה שבועות.הייתי רוצה לנסות את המערכת שלך.תודהדוד",
are you complying with the anti spam law?,support
"מעוניין בהתנסות במערכת הניוזלטר,הופני אילכם היום דרך ניוזלטר של נומיינד!",
054-8050167,
שלום  אין לי צורך לשלוח אי מיילים כל חודש אלא רק לנשל מעקב אחרי קבוצות אי מיילים שלי ולשלוח פעם ,
שלום לפני  שנתיים היתי מנויבשם משתמש אמנון בש אוamnon bash עם או בלי מרווח. אבקש לקבל את ר,
ברצוני לנסות את המערכת שלכם לשבועיים מהיוםתודהגיא,
אשמח לקבל הצעת מחיר או מחירון עבור כלל השירותים שהינכם מספקים.תודה.,sales
"כבר דיברתי אתכם ונראה לי שאני בשלה ""להתקדם"" ביחסים.אשמח לשמוע מכםדליה ברנובר",
"עומרי שלום,עדיין לא קיבלנו תשובה - איך נוכל להשתמש במערכת שלכם לניסיון. הבטחת לבדוק עם  ולחזור",
מתעניין לבניית מערכת לשליחת ניזלטרים לקהל לקוחות בנושא ביטוח ןפיננסים,
אשמח לקבל מחירים + האם אוכל לשלוח דיוור ראשוני עם בקשה לאישור מתוך המערכת ?תודהיריב,sales
"אני מחפש מערכת שתפעל גם באנגלית וגם בעברית (כולל הרשמה וביטול הרשמה בשפות הנ""ל) אשמח להתנסות במער",
"הי, אני מתענינת במפרטים נוספים לגבי המערכת.המון תודה וע נפלא!חגית",
I have already received material on Rav Messer as a newsletter. Thankyou Malka ShavitI am really i,
"אני תובע ממכם 1000 ש""ח על פרסום שלא הזמנתי .על פי חוק המיילים 2009 .השיווק שלכם באמת חכם אך עולה לכ",block
אודה לכם על יצירת קשר בהקדם האפשרי. תודה,sales
בהמשל לשיחתינו לפני שבוע אשמח להתקדם עם ההתנסות במערכת.,
אנא צרו אתי קשר,
"אני שוקלת לעבור מ-INWISE. חשוב לי עורך ידידותי, אפשרות לשתילת טופס הצטרפות לרשימת תפוצה באתר שלי",
הגעתי דרך נילי דור האלה שמנויה אצלכם,
נא להוריד אותי מרשימות התפוצה שלכם,
רוצה לדעת מחירים ופרטים נוספים,sales
"שלחתי היום את המכתב הראשון שלי.תודה ה.שאלות:1. האם ""חזרות קשות"" אומר שיש טעות בכתובת? האם ",support
אני בתהליכי בניית אתר לחברה לשי שנותנת שירותי רילוקיישן לישראלים המגיעים לפריז. הייתי רוצה לשוחח עם ,
הייתי מעוניין לשמוע במה בדיוק יכול הדבר להועיל לי לפרנסתי,
היינו רוצים לרכוש את השירות שלכם לפעילות שלנו ברומניה. רציתי לדעת אם יש אפשרות לקבל שם משתמש זמני על,
נא ליצור עימי קשר,
בהמשך לשיחתי עם  אבקש לבצע הזמנה . תודה,
ברצוני לראות איך המערכת שלכם עובדת בברכה ישראל,
"אבקשכם להוריד כתובת זאת מכל רשימות התפוצה שלכם, כגון CLUB50",
"שלום לכםבמחירון מופיע 35$ לחודש ל2000 רשומים, בחישוב של 6 הפצות בחודש. אני מעוניינת להפיץ פעם או פ",sales
אין הרשאה לקבלת דואר   לא לשלוח דואר,
אין הרשאה לקבלת דואר   לא לשלוח דואר,
מעוניינת לפתוח חשבון התנסות חינם למשך שבועיים תודהאיה,
"הצעת מחיר ל 100,000 כתובות מייל ומעלה",sales
שלום שמי גיל ענבר מניר גלים יש לנו את הישראטק שלכם במסר האחרון היו 34 חזרות קשות זה ההלכל הדעות רו,
מבקש הצעת מחיר למערכת דיוור עד 2000,sales
ראה כאן פרגון קל: http://cafe.themarker.com/view.php?t=935453,
"050-6388995. לאחר שיחתך עם עפר, אני מעוניינים לרכוש את השירות של ישראטק",
אשמח לשמוע,
אשמח לשלם לחודש לודוק את המערכת,
"שלום,רציתי לדעת אם יש אפשרות להכניס רשימת מיילים במכה אחת במידה ויש לי אותה באקסל או במסדר נותנים?",
אני רוצה פרטים על מערכת ישראטק,
"בבקשה חזרו אלי בדחיפוןת, יש לחברה שלנו רשימת תפוצה ואנחנו מעוניינות לשלוח מייל עוד היום, ובמידה וההת",
"אנחנו רוצים לשלוח ניוזלטר באמצעות  המסר, אנא צרו עימנו קשר. תודה מיכל",
נא ליצור קשר להסדרת התשלוםלשנה.פורים שמחאריאנה,sales
אבקש לא לשלוח אליי יותר מיילים.  תודה,
אני רוצה להציע את השירות ללקוחות שלי - האם יש מחירים מיוחדים למפיצים או בוני אתרים,sales
שלוםאשמח לקבל טלפון ולקבל מידע על המערכתתודה,
שמעתי אותך בכנס אפילייט האחרון שהיה בשפיים!אני מעוניין לעבוד עימך לשם קידום האת החדש שלי: www.allp,
"היי ,בהמשך לשיחתנו אבקש לפתוח חשבון.שלך ,אמיר",
מנהלת אורט אפיקים היחידה להשתלמויות מורים ברשת אורט,
אם אפשר תיתצרו איתי קשר ביום ראשון,
אפשרות יצירת קשר עימי תהיה נוחה משעות הצהרים ואילךתודה אריאלה,sales
אבקש שתחזרו אלי להצעת מחיר לדיוור,sales
"לד""ר  הויץ שלום , אודה לך אם תיצור קשר לגבי ישראטק.",
" שלום ,השם והסיסמא הנבחרים:Username: yuvalonPassword: yu111valonאנא אמור אם זה מתק",
מעוניינת לקבל פרטים אודות שירותכם,
צרו קשר,
" שלום , אנחנו מעוניינים להתנסות במערכת. אשמח אם תיצור איתי קשר.. מימי",
אנחנו לקוחות שלכם ואין לנו יכולת לגשת למערכת אנא צרו קשר בהקדם,
צרו איתי קשר,
מעוניינת לקבל הצעת מחיר,sales
אתם מפיצים דואר זבל וזה בניגוד לחוק ראו הוזהרתם,block
"אזהרה חד פעמית בהחלט!,  להסיר הכתובת הנ'ל מרשימת התפוצה  לפני הגשת תביעה בגין הטרדה ופגיעה בפרטיות",block
מעוניין לבדוק אפשרות הוספת מערכת זו לאתר האינטרנת שלנו,
הי אשמח להתנסות במערכת למשך שבועיים:רונן רפאל03-7440082שם משתמש: chiropractססמא: netta,
האם השימוש במערכת כרוך בהתחייבות לפרק זמן כלשהו?תודהרונן,support
שם משתמש: adidas76סיסמא: tapuza,
"שלוםבפעם שנייה, אני םונה עליכם כי ברצוני להתלונן על עברת על זכויות הפרט שחברת מסר מתעלעל בי כבר של",
ש.מ. jtech.co.ilס. 034610,
"שלום,אני אשמח לקבל עוד פרטים על המערכת, במטרה להשתמש בה אל מול לקוחותינו (קיימים ופוטנציאלים).תו",
חברת םלמר עובדת בעיקר עם השוק הבינלאומי ואנו מעוניינים ללמוד על המערכת ישראטק.בכדי למוד מעט על חבר,
תודה,
"כרגע אני נמצאת בתהליך של עיצוב אתר אינטרנט, אני שומרת לעצמי את ההתנסות שאתה מציע ברגע שיהיה אקטואלי,",
דיברתי איתה,
(הודעה),
(הודעה) מעוניין דבר ספציפית איך מיישמים את הנושר של מערכת ישראטק לחברה שלי,
"(הודעה) - אם אין לי רשימת תפוצה מוכנה,האם עדיין אפשר להשתמש בשירות?",support
דיברתי איתו,
דיברתי איתה,
גולד פינגרסטלפון: 6994922,
הי  בהמשך לשיחתינו אשמח אם תוכל להעביר לי הצעת מחיר עבור 3000 כתובות במחיר 35 דולר בתורה מרא,sales
אשמח להתנסות חינם במערכת,
אנא חיזרו אליי בהקדם,
אשמח לקבל פרטים נוספיםלגבי שילוב במערכת שלכם,
"אני מתעניינת בדיוור אלקט, ולא ניתן להשיגכם בטלפון",
"מבקש לקבל פרטים נוספים בטלפון בעבור רשימה של מעל ל- 20,000",
דברו איתיתודה,
"לכבוד  שלום,הננו מבקשים לעצור את השימוש שלנו במערכת שלכם. MyPrice + MyTalent.שם משתמש: myt",
"אבקש שלא להכניס את האימייל הנ""ל בשום פנים ואופן לתוך המערכת שלכם בעבור אף עסק/ חברה או אדם פרטי. במ",
זו בקשה שניה להסיר מרשימת תפוצה. למרות ששלחתי דרך הקישור לא הוסרתי מרשימת התפוצה שלכם. מייל נוסף שיש,block
אבקש לקבל מידע בנוגע לשיטת ישראטק עבור מסגרת עבודתי בפנימיית הבית לילד תודה האריאל,
שימוש במערכת לצורך הפצת סקירה יומית וחומר פרסומי ללקוחות החברה.אוהד - Trade247,
מבקש להסיר אותי מרשימת הדיוור מיידית,block
RonnieWe talked on the phone few hours ago.This is for the records only.BestMulli,
"מעוניינת לקבל הצעת מחיר למערכת ישראטקתודה, נועה",sales
" שלום, קיבלתי את מכתביך, עניתי לך פעמיים ולא חזרת אלי???אשמח להדגמה של הישראטק לתקופה של שבועי",
הייתי מעוניין לדעת האם ניתן גם לבנות ניוזלטר במערכת שלכם ולא רק לשלוח דרככם,sales
איך זה משתלב עם החוק החדש של דואר ספאם?הנה אני שלחתי בטעות מייל פעמיים לחב' הפקות ואני מקבלת מייל,block
אני רוצה לבדוק עם החברה שבנתה לי האתר איך זה בדיוק אמור להשתלב בו,
אני אמור לקבל בימים הקרובים 10 מאמרים - על דף שלי שאשמח לעשות איתם ישראטק - שאנשים יקבלו בסידרת מסרי,
איש קשר - ליאורה חוריטל- 09-7662915שם משתמש : ww.klz.co.ilססמא: rimon5,
"שלום, אבקש הצעת מחיר עבור משלוח של ניוזלטר. התבנית הבסיסית הגרפית מוכנה - אלא שלאור החוק החדש אני לא",sales
מספר שאלות:1. אני משתמשת כעת בAWEBER רציתי לדעת אם ישנה דרך להעתיק את רשימת התפוצה משם אליכם?2. ,
"אני בונה אתרים ומשווק באינטרנט, מעוניין לבדוק אפשרות להיות Reseller של המערכת שלכם.יש לי כרגע 5 לק",
אודה על יצירת קשר בהקדם האפשרי,sales
אני מזמין אתכם להכנס לכתובת הבאה: http://www.rsit.co.il/saas/rvmesterאתם מוזמנים להעביר תוכן שיתאר,
דיברתי עם  בתחילת השבוע והוא הבטיח לי לקבל שם משתמש וססמה לכניסה למערכת למשך שבועיים לבדיקה.עד,
"אין אפשרות להכנס לדף ""כניסה למערכת""בוגי",
נא להסיר אותי מרשימת התפוצה שלכם.,block
" שלום,בהמשך לשיחתנו אני מעבירה את הפרטים להצטרפות למערכת הישראטק:כתובת האתר: http://ayeletne",
בהמשך לשיחתנו הטלפיונית - אשמח לקבל שם/טלפון של מכללה שמשתמשת במערכת שלכם. תודה.,
שלוםאני מעונין להציע את המערכת למספר לקוחות שלי. ברצוני לשאול אודות אפשרויות באלקים ומחירי דילרת,sales
שלום  אני מעוניין להתנסות בתוכנהבברכהירון,
", בהמשך לשיחתנו, אבקש לבדוק את המערכת למשך שבועיים.שם המשתמש שלי הוא: yedanetתודהאילן.",
אבקש הצעת מחיר דחופה לכמות של כמה עשרות אלפי מיילים 30-60 לחודש הקרוב,sales
מעוניינת בפרטים אודות המערכת עבור הלקוחות שלי,
